TYPEID,GROUPID,TYPENAME,MARKETGROUPID
31925,118,Republic Fleet Small Shield Extender Blueprint,
31926,38,Caldari Navy Medium Shield Extender,606
31927,118,Caldari Navy Medium Shield Extender Blueprint,
31928,38,Republic Fleet Medium Shield Extender,606
31929,118,Republic Fleet Medium Shield Extender Blueprint,
31930,38,Caldari Navy Large Shield Extender,608
31931,118,Caldari Navy Large Shield Extender Blueprint,
31932,38,Republic Fleet Large Shield Extender,608
31933,118,Republic Fleet Large Shield Extender Blueprint,
31936,339,Navy Micro Auxiliary Power Core,660
31942,646,Federation Navy Omnidirectional Tracking Link,938
31943,408,Federation Navy Omnidirectional Tracking Link Blueprint,
31944,379,Republic Fleet Target Painter,757
31945,504,Republic Fleet Target Painter Blueprint,
31946,67,Imperial Navy Large Remote Capacitor Transmitter,697
31947,147,Imperial Navy Large Remote Capacitor Transmitter Blueprint,
31948,67,Imperial Navy Medium Remote Capacitor Transmitter,696
31949,147,Imperial Navy Medium Remote Capacitor Transmitter Blueprint,
31950,67,Imperial Navy Small Remote Capacitor Transmitter,695
31951,147,Imperial Navy Small Remote Capacitor Transmitter Blueprint,
31952,766,Caldari Navy Power Diagnostic System,658
31953,137,Caldari Navy Power Diagnostic System Blueprint,
31954,300,High-grade Grail Alpha,618
31955,300,High-grade Grail Beta,619
31956,300,High-grade Grail Delta,621
31957,300,High-grade Grail Epsilon,622
31958,300,High-grade Grail Gamma,620
31959,300,High-grade Grail Omega,1506
31960,283,Mina Darabi,
31961,306,Cargo Container - Mina Darabi,
31962,300,High-grade Talon Alpha,618
31963,300,High-grade Talon Beta,619
31964,300,High-grade Talon Delta,621
31965,300,High-grade Talon Epsilon,622
31966,300,High-grade Talon Gamma,620
31967,300,High-grade Talon Omega,1506
31968,300,High-grade Spur Alpha,618
31969,300,High-grade Spur Beta,619
31970,300,High-grade Spur Delta,621
31971,300,High-grade Spur Epsilon,622
31972,300,High-grade Spur Gamma,620
31973,300,High-grade Spur Omega,1506
31974,300,High-grade Jackal Alpha,618
31975,300,High-grade Jackal Beta,619
31976,300,High-grade Jackal Delta,621
31977,300,High-grade Jackal Epsilon,622
31978,300,High-grade Jackal Gamma,620
31979,300,High-grade Jackal Omega,1506
31982,87,Navy Cap Booster 100,139
31990,87,Navy Cap Booster 150,139
31998,87,Navy Cap Booster 200,139
32006,87,Navy Cap Booster 400,139
32014,87,Navy Cap Booster 800,139
32020,474,Rahsa's Security Card,
32025,778,Small Drone Control Range Augmentor I,1213
32026,787,Small Drone Control Range Augmentor I Blueprint,1243
32027,778,Medium Drone Control Range Augmentor I,1214
32028,787,Medium Drone Control Range Augmentor I Blueprint,1244
32029,778,Small Drone Control Range Augmentor II,1213
32030,787,Small Drone Control Range Augmentor II Blueprint,
32031,778,Medium Drone Control Range Augmentor II,1214
32032,787,Medium Drone Control Range Augmentor II Blueprint,
32033,778,Small Drone Durability Enhancer I,1213
32034,787,Small Drone Durability Enhancer I Blueprint,1243
32035,778,Medium Drone Durability Enhancer I,1214
32036,787,Medium Drone Durability Enhancer I Blueprint,1244
32037,778,Small Drone Durability Enhancer II,1213
32038,787,Small Drone Durability Enhancer II Blueprint,
32039,778,Medium Drone Durability Enhancer II,1214
32040,787,Medium Drone Durability Enhancer II Blueprint,
32041,778,Small Drone Mining Augmentor I,1213
32042,787,Small Drone Mining Augmentor I Blueprint,1243
32043,778,Medium Drone Mining Augmentor I,1214
32044,787,Medium Drone Mining Augmentor I Blueprint,1244
32045,778,Small Drone Mining Augmentor II,1213
32046,787,Small Drone Mining Augmentor II Blueprint,
32047,778,Medium Drone Mining Augmentor II,1214
32048,787,Medium Drone Mining Augmentor II Blueprint,
32049,778,Small Drone Repair Augmentor I,1213
32050,787,Small Drone Repair Augmentor I Blueprint,1243
32051,778,Medium Drone Repair Augmentor I,1214
32052,787,Medium Drone Repair Augmentor I Blueprint,1244
32053,778,Small Drone Repair Augmentor II,1213
32054,787,Small Drone Repair Augmentor II Blueprint,
32055,778,Medium Drone Repair Augmentor II,1214
32056,787,Medium Drone Repair Augmentor II Blueprint,
32057,778,Small Drone Speed Augmentor I,1213
32058,787,Small Drone Speed Augmentor I Blueprint,1243
32059,778,Medium Drone Speed Augmentor I,1214
32060,787,Medium Drone Speed Augmentor I Blueprint,1244
32061,778,Small Drone Speed Augmentor II,1213
32062,787,Small Drone Speed Augmentor II Blueprint,
32063,778,Medium Drone Speed Augmentor II,1214
32064,787,Medium Drone Speed Augmentor II Blueprint,
32065,778,Small EW Drone Range Augmentor I,
32066,787,Small EW Drone Range Augmentor I Blueprint,
32067,778,Medium EW Drone Range Augmentor I,
32068,787,Medium EW Drone Range Augmentor I Blueprint,
32069,778,Small Drone Scope Chip I,1213
32070,787,Small Drone Scope Chip I Blueprint,1243
32071,778,Medium Drone Scope Chip I,1214
32072,787,Medium Drone Scope Chip I Blueprint,1244
32073,778,Small Drone Scope Chip II,1213
32074,787,Small Drone Scope Chip II Blueprint,
32075,778,Medium Drone Scope Chip II,1214
32076,787,Medium Drone Scope Chip II Blueprint,
32077,778,Small EW Drone Range Augmentor II,
32078,787,Small EW Drone Range Augmentor II Blueprint,
32079,778,Medium EW Drone Range Augmentor II,
32080,787,Medium EW Drone Range Augmentor II Blueprint,
32081,778,Small Sentry Damage Augmentor I,1213
32082,787,Small Sentry Damage Augmentor I Blueprint,1243
32083,778,Medium Sentry Damage Augmentor I,1214
32084,787,Medium Sentry Damage Augmentor I Blueprint,1244
32085,778,Small Sentry Damage Augmentor II,1213
32086,787,Small Sentry Damage Augmentor II Blueprint,
32087,778,Medium Sentry Damage Augmentor II,1214
32088,787,Medium Sentry Damage Augmentor II Blueprint,
32089,778,Small Stasis Drone Augmentor I,1213
32090,787,Small Stasis Drone Augmentor I Blueprint,1243
32091,778,Medium Stasis Drone Augmentor I,1214
32092,787,Medium Stasis Drone Augmentor I Blueprint,1244
32093,778,Small Stasis Drone Augmentor II,1213
32094,787,Small Stasis Drone Augmentor II Blueprint,
32095,778,Medium Stasis Drone Augmentor II,1214
32096,787,Medium Stasis Drone Augmentor II Blueprint,
32097,283,"Rahsa, Sansha Commander",
32098,517,Arsten Takalo's Republic Fleet Tempest,
32099,314,Olfei Medallion,754
32100,306,Forgotten Debris,
32101,300,Low-grade Grail Alpha,618
32102,300,Low-grade Grail Beta,619
32103,300,Low-grade Grail Delta,621
32104,300,Low-grade Grail Epsilon,622
32105,300,Low-grade Grail Gamma,620
32106,314,Sansha Command Signal Receiver,
32107,300,Low-grade Spur Alpha,618
32108,300,Low-grade Spur Beta,619
32109,300,Low-grade Spur Delta,621
32110,300,Low-grade Spur Epsilon,622
32111,300,Low-grade Spur Gamma,620
32112,300,Low-grade Talon Alpha,618
32113,300,Low-grade Talon Beta,619
32114,300,Low-grade Talon Delta,621
32115,300,Low-grade Talon Epsilon,622
32116,300,Low-grade Talon Gamma,620
32117,300,Low-grade Jackal Alpha,618
32118,300,Low-grade Jackal Beta,619
32119,300,Low-grade Jackal Delta,621
32120,300,Low-grade Jackal Epsilon,622
32121,300,Low-grade Jackal Gamma,620
32122,300,Low-grade Grail Omega,1506
32123,300,Low-grade Jackal Omega,1506
32124,300,Low-grade Spur Omega,1506
32125,300,Low-grade Talon Omega,1506
32126,526,Homemade Sansha Beacon,
32127,952,Linked Broadcast Array Hub,
32128,226,Fortified Partially Constructed Megathron,
32129,226,Small Armory,
32131,226,Fortified Starbase Capital Shipyard,
32132,226,Fortified Starbase Hangar,
32133,226,Gallente Megathron Battleship,
32134,226,Gallente Thorax Cruiser,
32135,226,Gallente Occator Industrial,
32136,226,Gallente Incursus Frigate,
32137,226,Gallente Obelisk Freighter,
32138,517,Roineron Aviviere's Epithal,
32139,517,Mourmarie Mone's Helios,
32140,517,Karde Romu 's Armageddon,
32189,474,Shanty Town Gate Clearance,
32190,705,The Elder,
32192,631,Underground Circus Ringmaster,
32193,283,The Ringmaster,
32194,319,Gallente Starbase Control Tower Tough,
32195,517,Riff Hebian's Armageddon,
32196,517,Krethar Mann's Crusader,
32198,474,Destablizer Datacore,
32199,520,Scope Interceptor,
32200,314,Covert Recording Device,
32201,314,Archives Passkey,
32202,314,Hauteker Memoirs,
32204,314,Wildfire Khumaak,
32205,306,Central Burial Tomb,
32206,952,Defiants Storage Facility,
32207,324,Freki,1623
32208,105,Freki Blueprint,
32209,358,Mimir,1621
32210,106,Mimir Blueprint,
32211,306,Archives,
32216,226,Fortified Amarr Cathedral,
32217,306,Damaged Radio Telescope,
32218,314,Encrypted Data Fragment,
32219,319,Pator 6 HQ,
32220,314,Ralie Ardanne's Belongings,
32221,319,Scope Station,
32222,520,Mourmarie Mone's Covert Ops Frigate,
32223,314,Kidnapping Evidence,
32224,952,Conference Center ,
32225,314,Encoded Message,
32226,1003,Territorial Claim Unit,1273
32228,283,Vira Mikano,
32229,314,Singed Datapad,
32230,875,Republic Freighter Vessels,
32233,306,Tili's Brothel,
32234,314,Encrypted Transmission,
32235,314,Tattered Doll,
32237,314,Octomet Dog Tags,
32238,319,Biodome,
32239,319,Gallentean Deadspace Mansion,
32240,306,Data Bank,
32241,314,Drive Cluster EDF-285,
32242,474,Carry On Token,
32243,517,Cosmos Rapier,
32244,517,Nilf Abruskur's Rapier,
32245,413,Hyasyoda Research Laboratory,933
32246,479,RSS Core Scanner Probe,1199
32248,303,Nugoehuvi Synth Blue Pill Booster,977
32250,1005,Sovereignty Blockade Unit,1274
32252,314,Amphere 9,
32253,314,Counterfeit Minmatar Faction Ammo,
32254,738,Imperial Navy Modified 'Noble' Implant,1518
32255,749,Sansha Modified 'Gnome' Implant,1481
32256,306,RSS Radio Telescope,
32257,314,Report R:081-9560,
32258,314,Report R:081-9568 ,
32259,314,Operation Stillwater: Synopsis,
32260,330,Syndicate Cloaking Device,675
32262,647,Black Eagle Drone Link Augmentor,938
32264,319,Warp Core Hotel,
32265,314,Spintric Coin,
32266,314,Spintrixiate Rewards Coin,
32267,314,Ishukone Operational Reports,
32268,667,Harkan's Behemoth,
32269,668,Lord Miyan,
32270,283,Artificial Miyan,
32271,952,Business Associate,
32272,314,Primordial Biomass,
32273,952,Safe House Ruins,
32275,226,Fortified Amarr Chapel,
32276,306,Office Facility,
32277,314,Deteis Family,
32278,517,Hiva Shesha's Shuttle,
32279,306,Chapel of the Obsidian ,
32280,314,Blood Obsidian Orb,
32281,306,Secure Communications Tower,
32282,1207,Ammatar Relics,
32283,314,Engraved Blood Obsidian tablet,
32284,314,St. Arzad,
32285,314,The Benevolent,
32286,314,The Education of the Starkmanir,
32287,314,Hand of Arzad,
32288,314,The Fire in Our Hearts,
32289,314,Holoreel: Wanted for Love,
32290,314,Obsidian Datacore,
32291,952,Chapel Container,
32292,283,Ralie Ardanne,
32293,706,Rosulf Fririk,
32294,314,Book of St. Arzad,
32296,674,Ishukone Watch Commander,
32297,674,Nugoeihuvi Caretaker,
32298,594,Karkoti Rend,
32299,952,Senator Pillius Ardanne,
32300,1003,QA Territorial Claim Unit,
32302,1005,QA Sovereignty Blockade Unit,
32304,517,Harkan's Apocalypse,
32305,27,Armageddon Navy Issue,1379
32306,107,Armageddon Navy Issue Blueprint,
32307,27,Dominix Navy Issue,1379
32308,107,Dominix Navy Issue Blueprint,
32309,27,Scorpion Navy Issue,1379
32310,107,Scorpion Navy Issue Blueprint,
32311,27,Typhoon Fleet Issue,1379
32312,107,Typhoon Fleet Issue Blueprint,
32313,1012,QA Infrastructure Hub,
32325,1023,Cyclops,1310
32326,1145,Cyclops Blueprint,1313
32339,273,Fighter Bombers,366
32340,1023,Malleus,1310
32341,1145,Malleus Blueprint,1313
32342,1023,Tyrfing,1310
32343,1145,Tyrfing Blueprint,1313
32344,1023,Mantis,1310
32345,1145,Mantis Blueprint,1313
32347,306,Exploration Supplies,
32348,927,Agent Rulie Isoryn,
32349,319,Proximity Charge,
32350,314,Proof of Discovery: Anomalies,
32351,314,Proof of Discovery: Ore,
32352,314,Proof of Discovery: Ore Passkey,
32353,306,Training Container - Anomalies,
32357,1010,Compact Doom Torpedo I,
32359,1010,Compact Purgatory Torpedo I,
32361,1010,Compact Rift Torpedo I,
32363,1010,Compact Thor Torpedo I,
32365,314,Proof of Discovery: Relic,
32366,314,Proof of Discovery: Data,
32367,1207,Training Container - Relic,
32368,306,Training Container - Salvaging,
32369,1207,Training Container - Data,
32370,306,Assembly Station DC105-A,
32371,314,Capital Ship Design - "Dictator",
32372,283,Minedrill - E518 Crew,
32374,280,Holoreel GRS-81A,
32375,314,Proof of Discovery: Gas Passkey,
32376,314,Proof of Discovery: Gas,
32377,306,Venal Regional Comms Tower,
32378,306,Training Container - Ore,
32379,306,Training Container - Gas,
32380,182,Roden Police Major,
32381,182,Roden Police Sergeant,
32382,306,Damaged Caldari Shuttle,
32383,314,Guristas 'Dirty' Explosive System,
32384,671,Captured Caldari State Shuttle,
32385,612,Guristas Battleship Vessel,
32386,226,Violent Wormhole,
32387,226,Stable Wormhole,
32388,927,Angel Recovery Team,
32389,283,Dread Guristas Strike Force,
32390,672,Gath Renton,
32391,615,Yukiro Demense,
32392,671,Eroma Eralen,
32393,314,Sealed Research Cache,
32394,952,Serpentis Transport Hub,
32395,517,Atma Aulato's Falcon,
32396,517,Arment Caute's Lachesis,
32397,517,Yada Vinjivas's Gila,
32398,283,Lieutenant Kipo "Foxfire" Tekira,
32399,226,Statehood Incarnate Monument,
32400,597,Angel Frigate Vessel,
32401,595,Angel Cruiser Vessel,
32402,594,Angel Battleship Vessel,
32403,314,Caldari Navy Overlay Transponder,
32404,952,Cilis Leglise's Headquarters,
32405,226,Serpentis Research Facility,
32406,306,Caldari Storage Warehouse,
32407,314,Holoreel - Torture Log I15B,
32408,314,Correspondence Log KL-513,
32409,517,Aton Hordner's Tempest,
32410,517,Arajna Ashia's Arbitrator,
32411,517,Ellar Stin's Dramiel,
32412,319,Boundless Creations Data Center,
32413,208,Shadow Serpentis Remote Sensor Dampener,679
32414,379,Domination Target Painter,757
32415,504,Domination Target Painter Blueprint,
32416,291,Dark Blood Tracking Disruptor,
32417,291,True Sansha Tracking Disruptor,
32418,314,Boundless Creations Security Codes,
32419,226,Caldari Charon Freighter,
32420,226,Fortified Orca,
32421,226,Fortified Hulk,
32422,1016,Advanced Logistics Network,1282
32423,226,Caldari Kestrel Frigate,
32435,256,Citadel Cruise Missiles,373
32436,1019,Scourge Citadel Cruise Missile,1287
32437,166,Scourge Citadel Cruise Missile Blueprint,1286
32438,1019,Nova Citadel Cruise Missile,1287
32439,166,Nova Citadel Cruise Missile Blueprint,1286
32440,1019,Inferno Citadel Cruise Missile,1287
32441,166,Inferno Citadel Cruise Missile Blueprint,1286
32442,1019,Mjolnir Citadel Cruise Missile,1287
32443,166,Mjolnir Citadel Cruise Missile Blueprint,1286
32444,524,Citadel Cruise Launcher I,777
32445,136,Citadel Cruise Launcher I Blueprint,340
32446,927,Hostile Hulk,
32447,927,Civilian Hulk,
32448,875,Hostile Orca,
32449,875,Civilian Orca,
32455,927,Ishukone Hauler,
32456,701,Mordus Escort,
32457,1006,Ishukone Escort,
32458,1012,Infrastructure Hub,1275
32459,52,Civilian Warp Disruptor,1935
32461,509,Civilian Light Missile Launcher,
32463,384,Civilian Scourge Light Missile,
32465,100,Civilian Hobgoblin,
32467,41,Civilian Small Remote Shield Booster,
32469,325,Civilian Small Remote Armor Repairer,
32471,286,Damaged Vessel,
32571,935,TempPublish_01,
32574,935,Amarr Establishment,
32575,935,Caldari Establishment,
32576,935,Gallente Establishment,
32577,935,Minmatar Establishment,
32578,935,Amarr Captains Quarters,
32579,935,Gallente Captains Quarters,
32580,935,Minmatar Captains Quarters,
32581,935,Caldari Captains Quarters,
32614,1105,C_Blue_Long_01,
32615,1107,Test Steam,
32617,940,Universal Agent Finder,
32618,1108,Animated Loaded Lights,
32619,940,Gallente Sofa,
32620,940,Gallente Corporation Recruitment,
32621,940,Gallente Planetary Interaction,
32622,940,Gallente Main Screen,
32623,1107,Falling Vapor,
32624,1107,Soft Myst,
32627,940,Gallente Character Recustomization,
32628,1107,Pressure Steam,
32630,940,Universal Undock Button,
32633,1111,Default Box Light,
